DATA,ABERTURA,MAXIMA,MINIMA,FECHAMENTO,BINARIO
2020-02-04 00:02:00,1.106,1.106,1.10597,1.10594,1.0
2020-02-04 00:07:00,1.10594,1.10595,1.10594,1.10599,1.0
2020-02-04 00:12:00,1.106,1.10604,1.10596,1.10603,1.0
2020-02-04 00:17:00,1.10604,1.10609,1.10604,1.10604,0.5
2020-02-04 00:22:00,1.10605,1.10605,1.10604,1.10604,1.0
2020-02-04 00:27:00,1.10604,1.10619,1.10603,1.10619,0.0
2020-02-04 00:32:00,1.10618,1.10633,1.10618,1.10618,0.0
2020-02-04 00:37:00,1.10618,1.10618,1.10597,1.10597,0.0
2020-02-04 00:42:00,1.10597,1.10599,1.10592,1.10593,0.0
2020-02-04 00:47:00,1.10591,1.10591,1.10584,1.10586,1.0
2020-02-04 00:52:00,1.10587,1.10594,1.10587,1.10588,1.0
2020-02-04 00:57:00,1.10588,1.10592,1.1058,1.10589,1.0
2020-02-04 01:02:00,1.10588,1.10613,1.10588,1.1061,0.0
2020-02-04 01:07:00,1.10611,1.10611,1.10605,1.10602,1.0
2020-02-04 01:12:00,1.10602,1.10605,1.10598,1.10604,0.0
2020-02-04 01:17:00,1.10604,1.10604,1.10599,1.10598,1.0
2020-02-04 01:22:00,1.10598,1.10625,1.10598,1.1062,0.0
2020-02-04 01:27:00,1.10619,1.10619,1.10611,1.10614,1.0
2020-02-04 01:32:00,1.10615,1.10615,1.1061,1.10618,1.0
2020-02-04 01:37:00,1.10619,1.10637,1.10619,1.10625,0.0
2020-02-04 01:42:00,1.10625,1.10625,1.10612,1.10607,0.0
2020-02-04 01:47:00,1.10606,1.10606,1.10589,1.10598,0.0
2020-02-04 01:52:00,1.10598,1.10603,1.10587,1.10588,0.0
2020-02-04 01:57:00,1.10588,1.1059,1.10563,1.10567,0.0
2020-02-04 02:02:00,1.10568,1.10577,1.10564,1.10553,0.0
2020-02-04 02:07:00,1.10552,1.10552,1.10542,1.10542,0.0
2020-02-04 02:12:00,1.10543,1.10543,1.10524,1.1053,1.0
2020-02-04 02:17:00,1.1053,1.10544,1.1053,1.10544,0.0
2020-02-04 02:22:00,1.10544,1.1055,1.1051,1.10512,0.0
2020-02-04 02:27:00,1.10513,1.10524,1.10503,1.10511,1.0
2020-02-04 02:32:00,1.10512,1.10526,1.10502,1.1052,0.0
2020-02-04 02:37:00,1.10521,1.10521,1.10491,1.105,1.0
2020-02-04 02:42:00,1.10499,1.10507,1.10493,1.10516,0.0
2020-02-04 02:47:00,1.10515,1.10515,1.10493,1.10498,1.0
2020-02-04 02:52:00,1.10498,1.10525,1.10498,1.105,1.0
2020-02-04 02:57:00,1.10499,1.10505,1.10492,1.10513,0.0
2020-02-04 03:02:00,1.10512,1.10515,1.10499,1.10511,1.0
2020-02-04 03:07:00,1.10511,1.10587,1.10511,1.10559,1.0
2020-02-04 03:12:00,1.10558,1.10585,1.10558,1.10574,0.0
2020-02-04 03:17:00,1.10575,1.10586,1.10571,1.10563,0.0
2020-02-04 03:22:00,1.10562,1.10562,1.10544,1.10534,1.0
2020-02-04 03:27:00,1.10535,1.1056,1.10528,1.10544,1.0
2020-02-04 03:32:00,1.10543,1.1057,1.10543,1.10555,1.0
2020-02-04 03:37:00,1.10555,1.10579,1.10555,1.10565,0.0
2020-02-04 03:42:00,1.10566,1.10566,1.10543,1.10547,0.0
2020-02-04 03:47:00,1.10548,1.10548,1.10531,1.10531,1.0
2020-02-04 03:52:00,1.10529,1.10593,1.10529,1.10586,0.0
2020-02-04 03:57:00,1.10588,1.10588,1.10542,1.10548,1.0
2020-02-04 04:02:00,1.10548,1.10598,1.10547,1.10593,0.0
2020-02-04 04:07:00,1.10593,1.10611,1.10588,1.1059,0.0
2020-02-04 04:12:00,1.1059,1.1059,1.10583,1.10583,0.0
2020-02-04 04:17:00,1.10583,1.1059,1.10573,1.10577,0.0
2020-02-04 04:22:00,1.10576,1.10576,1.10543,1.10557,1.0
2020-02-04 04:27:00,1.10558,1.10579,1.10553,1.10575,1.0
2020-02-04 04:32:00,1.10574,1.10574,1.10552,1.1058,0.0
2020-02-04 04:37:00,1.10579,1.10596,1.10579,1.10575,0.0
2020-02-04 04:42:00,1.10576,1.10581,1.10564,1.1057,0.0
2020-02-04 04:47:00,1.10569,1.10576,1.10562,1.10564,0.0
2020-02-04 04:52:00,1.10564,1.10564,1.10539,1.10536,1.0
2020-02-04 04:57:00,1.10537,1.10571,1.10528,1.10543,1.0
2020-02-04 05:02:00,1.10544,1.10549,1.10541,1.1056,1.0
2020-02-04 05:07:00,1.1056,1.1056,1.10538,1.1057,0.0
2020-02-04 05:12:00,1.1057,1.1057,1.10538,1.10528,0.0
2020-02-04 05:17:00,1.10529,1.10535,1.105,1.10505,1.0
2020-02-04 05:22:00,1.10507,1.10521,1.10503,1.10517,1.0
2020-02-04 05:27:00,1.10518,1.10524,1.10508,1.10519,0.0
2020-02-04 05:32:00,1.1052,1.1052,1.10494,1.10513,1.0
2020-02-04 05:37:00,1.10514,1.10536,1.10514,1.10531,1.0
2020-02-04 05:42:00,1.10532,1.10536,1.10521,1.10536,0.0
2020-02-04 05:47:00,1.10535,1.10541,1.10528,1.1053,1.0
2020-02-04 05:52:00,1.10531,1.10551,1.10528,1.10551,1.0
2020-02-04 05:57:00,1.1055,1.10559,1.10544,1.10559,1.0
2020-02-04 06:02:00,1.1056,1.1058,1.1056,1.10571,0.0
2020-02-04 06:07:00,1.10571,1.10571,1.10553,1.10548,1.0
2020-02-04 06:12:00,1.10547,1.10547,1.10543,1.1055,1.0
2020-02-04 06:17:00,1.10551,1.10559,1.10537,1.10559,0.0
2020-02-04 06:22:00,1.10558,1.10558,1.10542,1.10546,0.0
2020-02-04 06:27:00,1.10547,1.10547,1.10535,1.1053,1.0
2020-02-04 06:32:00,1.1053,1.10545,1.1053,1.10539,1.0
2020-02-04 06:37:00,1.10539,1.10556,1.10529,1.10544,0.0
2020-02-04 06:42:00,1.10542,1.1055,1.10529,1.10538,0.0
2020-02-04 06:47:00,1.10539,1.1055,1.10531,1.10533,1.0
2020-02-04 06:52:00,1.10533,1.10539,1.10525,1.10536,0.0
2020-02-04 06:57:00,1.10534,1.10541,1.10524,1.10533,0.0
2020-02-04 07:02:00,1.10533,1.10533,1.10515,1.10483,1.0
2020-02-04 07:07:00,1.10484,1.10494,1.10484,1.10488,1.0
2020-02-04 07:12:00,1.10488,1.10497,1.10484,1.10494,1.0
2020-02-04 07:17:00,1.10494,1.10508,1.10494,1.10503,1.0
2020-02-04 07:22:00,1.10505,1.10522,1.10505,1.10509,0.0
2020-02-04 07:27:00,1.10509,1.10518,1.10498,1.10498,0.0
2020-02-04 07:32:00,1.10498,1.10504,1.10478,1.10478,0.0
2020-02-04 07:37:00,1.10478,1.10478,1.10463,1.1045,0.0
2020-02-04 07:42:00,1.10449,1.10449,1.10436,1.10444,1.0
2020-02-04 07:47:00,1.10444,1.10466,1.10444,1.10453,0.0
2020-02-04 07:52:00,1.10454,1.1046,1.1043,1.1044,1.0
2020-02-04 07:57:00,1.10441,1.10441,1.10432,1.10448,1.0
2020-02-04 08:02:00,1.10448,1.10461,1.10448,1.10464,1.0
2020-02-04 08:07:00,1.10463,1.10473,1.10463,1.10467,1.0
2020-02-04 08:12:00,1.10467,1.10482,1.10461,1.10482,1.0
2020-02-04 08:17:00,1.10482,1.10506,1.10482,1.10494,0.0
2020-02-04 08:22:00,1.10495,1.10497,1.10475,1.10473,1.0
2020-02-04 08:27:00,1.10473,1.10491,1.10459,1.10487,1.0
2020-02-04 08:32:00,1.10487,1.10507,1.10487,1.10491,0.0
2020-02-04 08:37:00,1.10491,1.10497,1.10461,1.10463,1.0
2020-02-04 08:42:00,1.10464,1.10483,1.10464,1.1047,1.0
2020-02-04 08:47:00,1.10472,1.10488,1.10472,1.10484,0.0
2020-02-04 08:52:00,1.10483,1.10492,1.10456,1.10457,1.0
2020-02-04 08:57:00,1.10457,1.10461,1.10437,1.10459,0.0
2020-02-04 09:02:00,1.1046,1.1046,1.10444,1.10452,0.0
2020-02-04 09:07:00,1.1045,1.10466,1.1045,1.10443,1.0
2020-02-04 09:12:00,1.10443,1.10466,1.10443,1.10453,1.0
2020-02-04 09:17:00,1.10453,1.10464,1.1045,1.10461,0.0
2020-02-04 09:22:00,1.10462,1.10466,1.10447,1.10459,1.0
2020-02-04 09:27:00,1.10458,1.10464,1.10447,1.10466,0.0
2020-02-04 09:32:00,1.10466,1.10466,1.10429,1.10426,1.0
2020-02-04 09:37:00,1.10426,1.10441,1.10426,1.10432,0.0
2020-02-04 09:42:00,1.10433,1.10444,1.10428,1.10429,0.0
2020-02-04 09:47:00,1.1043,1.10436,1.10408,1.10416,1.0
2020-02-04 09:52:00,1.10416,1.10445,1.10416,1.10442,1.0
2020-02-04 09:57:00,1.10443,1.10451,1.10436,1.10446,1.0
2020-02-04 10:02:00,1.10445,1.10483,1.10445,1.10469,0.0
2020-02-04 10:07:00,1.10468,1.10468,1.10432,1.10461,0.0
2020-02-04 10:12:00,1.10462,1.10462,1.1044,1.10447,0.0
2020-02-04 10:17:00,1.10448,1.10465,1.1044,1.10445,0.0
2020-02-04 10:22:00,1.10444,1.10446,1.1042,1.10421,0.0
2020-02-04 10:27:00,1.10421,1.10421,1.10373,1.1038,0.0
2020-02-04 10:32:00,1.10381,1.10397,1.10366,1.10362,0.0
2020-02-04 10:37:00,1.10361,1.10387,1.10331,1.10344,1.0
2020-02-04 10:42:00,1.10344,1.10361,1.10344,1.10364,0.0
2020-02-04 10:47:00,1.10365,1.10365,1.10346,1.10361,1.0
2020-02-04 10:52:00,1.10362,1.1041,1.10362,1.10414,0.0
2020-02-04 10:57:00,1.10414,1.10414,1.1036,1.10366,1.0
2020-02-04 11:02:00,1.10366,1.10388,1.10366,1.10371,0.0
2020-02-04 11:07:00,1.10371,1.10389,1.10356,1.10368,0.0
2020-02-04 11:12:00,1.10368,1.10368,1.10352,1.1036,0.0
2020-02-04 11:17:00,1.1036,1.10363,1.10345,1.10352,0.0
2020-02-04 11:22:00,1.10353,1.10353,1.10328,1.10336,1.0
2020-02-04 11:27:00,1.10336,1.10362,1.10336,1.10348,0.5
2020-02-04 11:32:00,1.10347,1.10358,1.10337,1.10348,1.0
2020-02-04 11:37:00,1.10348,1.10363,1.10348,1.10352,1.0
2020-02-04 11:42:00,1.10352,1.10383,1.10349,1.10381,1.0
2020-02-04 11:47:00,1.10381,1.10406,1.10378,1.10401,1.0
2020-02-04 11:52:00,1.10402,1.10423,1.10402,1.10429,1.0
2020-02-04 11:57:00,1.10429,1.10444,1.1042,1.10437,0.0
2020-02-04 12:02:00,1.10438,1.1045,1.10438,1.10427,0.0
2020-02-04 12:07:00,1.10427,1.10437,1.10413,1.10422,0.0
2020-02-04 12:12:00,1.10421,1.10421,1.10408,1.10411,0.0
2020-02-04 12:17:00,1.10412,1.10422,1.10402,1.10402,1.0
2020-02-04 12:22:00,1.10402,1.10402,1.10392,1.1041,1.0
2020-02-04 12:27:00,1.10412,1.10439,1.10412,1.10429,0.0
2020-02-04 12:32:00,1.10429,1.10438,1.10407,1.10413,0.0
2020-02-04 12:37:00,1.10412,1.10412,1.10397,1.10398,0.0
2020-02-04 12:42:00,1.10396,1.10398,1.10383,1.10394,1.0
2020-02-04 12:47:00,1.10396,1.10408,1.10388,1.10408,0.0
2020-02-04 12:52:00,1.10408,1.10408,1.10383,1.10384,0.0
2020-02-04 12:57:00,1.10385,1.10385,1.10366,1.10371,1.0
2020-02-04 13:02:00,1.10369,1.10405,1.10369,1.10406,1.0
2020-02-04 13:07:00,1.10405,1.10417,1.104,1.10415,1.0
2020-02-04 13:12:00,1.10415,1.10434,1.10415,1.10429,0.0
2020-02-04 13:17:00,1.10429,1.10446,1.10429,1.10428,0.0
2020-02-04 13:22:00,1.10428,1.1043,1.10418,1.10424,0.0
2020-02-04 13:27:00,1.10424,1.10424,1.10417,1.10414,0.5
2020-02-04 13:32:00,1.10415,1.10415,1.10415,1.10414,0.0
2020-02-04 13:37:00,1.10415,1.10417,1.10404,1.10411,0.0
2020-02-04 13:42:00,1.1041,1.10414,1.10399,1.10399,1.0
2020-02-04 13:47:00,1.104,1.10409,1.10396,1.10413,1.0
2020-02-04 13:52:00,1.10414,1.10424,1.10414,1.10419,0.0
2020-02-04 13:57:00,1.1042,1.1042,1.10404,1.10414,0.0
2020-02-04 14:02:00,1.10415,1.10415,1.10408,1.10409,1.0
2020-02-04 14:07:00,1.10409,1.10414,1.10407,1.10414,0.0
2020-02-04 14:12:00,1.10414,1.10414,1.10404,1.10404,1.0
2020-02-04 14:17:00,1.10403,1.10411,1.10403,1.1041,1.0
2020-02-04 14:22:00,1.10413,1.10426,1.10413,1.10421,1.0
2020-02-04 14:27:00,1.10419,1.10431,1.10419,1.1043,1.0
2020-02-04 14:32:00,1.10431,1.1044,1.10431,1.10435,0.0
2020-02-04 14:37:00,1.10436,1.10441,1.10436,1.10431,0.5
2020-02-04 14:42:00,1.1043,1.10432,1.1043,1.10431,1.0
2020-02-04 14:47:00,1.10431,1.10441,1.10431,1.1044,0.0
2020-02-04 14:52:00,1.1044,1.1044,1.10431,1.10439,0.0
2020-02-04 14:57:00,1.10439,1.10444,1.10419,1.10435,0.0
2020-02-04 15:02:00,1.10434,1.10434,1.10426,1.10431,0.0
2020-02-04 15:07:00,1.10431,1.10433,1.10426,1.1043,0.0
2020-02-04 15:12:00,1.10431,1.10431,1.10426,1.10426,0.0
2020-02-04 15:17:00,1.10425,1.10425,1.1041,1.10415,1.0
2020-02-04 15:22:00,1.10416,1.10421,1.10415,1.10421,1.0
2020-02-04 15:27:00,1.10422,1.10437,1.10422,1.10432,1.0
2020-02-04 15:32:00,1.10432,1.1044,1.10432,1.10433,1.0
2020-02-04 15:37:00,1.10432,1.10436,1.10432,1.10436,1.0
2020-02-04 15:42:00,1.10436,1.10445,1.10436,1.10438,0.0
2020-02-04 15:47:00,1.10437,1.10437,1.1043,1.1043,0.5
2020-02-04 15:52:00,1.10428,1.10431,1.10423,1.1043,1.0
2020-02-04 15:57:00,1.10431,1.1045,1.10431,1.10451,0.5
2020-02-04 16:02:00,1.10452,1.10452,1.1045,1.10451,1.0
2020-02-04 16:07:00,1.10451,1.10453,1.10449,1.10453,0.0
2020-02-04 16:12:00,1.10452,1.10452,1.10441,1.1045,0.0
2020-02-04 16:17:00,1.1045,1.1045,1.10435,1.10436,1.0
2020-02-04 16:22:00,1.10437,1.10445,1.10435,1.10447,1.0
2020-02-04 16:27:00,1.10447,1.10457,1.10447,1.10456,0.0
2020-02-04 16:32:00,1.10456,1.10456,1.10454,1.10455,0.0
2020-02-04 16:37:00,1.10455,1.10456,1.1045,1.10451,0.0
2020-02-04 16:42:00,1.10451,1.10452,1.10438,1.1045,1.0
2020-02-04 16:47:00,1.1045,1.10452,1.10443,1.10451,0.0
2020-02-04 16:52:00,1.10451,1.10456,1.10444,1.1044,0.0
2020-02-04 16:57:00,1.1044,1.10445,1.10421,1.10435,1.0
2020-02-04 17:02:00,1.1044,1.10446,1.1044,1.10441,1.0
2020-02-04 17:07:00,1.10442,1.10442,1.10429,1.10443,0.0
2020-02-04 17:12:00,1.10436,1.10438,1.10432,1.10435,0.0
2020-02-04 17:17:00,1.10434,1.10444,1.10414,1.10421,1.0
2020-02-04 17:22:00,1.10422,1.10422,1.10417,1.10422,1.0
2020-02-04 17:27:00,1.10419,1.1044,1.10419,1.10432,1.0
2020-02-04 17:32:00,1.10432,1.10446,1.10424,1.10442,0.0
2020-02-04 17:37:00,1.10439,1.1045,1.10434,1.10436,0.0
2020-02-04 17:42:00,1.10437,1.10437,1.1042,1.10429,1.0
2020-02-04 17:47:00,1.10431,1.10452,1.10429,1.10438,1.0
2020-02-04 17:52:00,1.10438,1.1044,1.10438,1.10445,1.0
2020-02-04 17:57:00,1.10446,1.10454,1.1044,1.10454,0.0
2020-02-04 18:02:00,1.10454,1.10455,1.10454,1.10453,1.0
2020-02-04 18:07:00,1.10453,1.10459,1.1045,1.10455,1.0
2020-02-04 18:12:00,1.10454,1.10455,1.10454,1.10456,0.0
2020-02-04 18:18:00,1.10455,1.10455,1.10454,1.10455,0.0
2020-02-04 18:24:00,1.10455,1.10455,1.10448,1.10451,0.0
2020-02-04 18:29:00,1.10451,1.10451,1.10444,1.10446,0.0
2020-02-04 18:34:00,1.10445,1.10446,1.10445,1.10445,0.5
2020-02-04 18:39:00,1.10444,1.10446,1.10439,1.10445,0.5
2020-02-04 18:44:00,1.10445,1.10452,1.10445,1.10445,1.0
2020-02-04 18:49:00,1.10444,1.10446,1.10444,1.10446,0.0
2020-02-04 18:54:00,1.10445,1.10446,1.10445,1.10445,0.0
2020-02-04 18:59:00,1.10445,1.10449,1.10421,1.10425,1.0
2020-02-04 19:04:00,1.10426,1.10434,1.10424,1.10427,1.0
2020-02-04 19:09:00,1.10426,1.10436,1.10426,1.10437,0.5
2020-02-04 19:14:00,1.10437,1.10438,1.10437,1.10437,1.0
2020-02-04 19:19:00,1.10436,1.10443,1.10436,1.10442,0.0
2020-02-04 19:24:00,1.10442,1.10442,1.10436,1.10436,1.0
2020-02-04 19:29:00,1.10436,1.10443,1.10436,1.1044,1.0
2020-02-04 19:34:00,1.10441,1.10443,1.1044,1.10442,1.0
2020-02-04 19:39:00,1.10443,1.10446,1.1044,1.10443,0.0
2020-02-04 19:45:00,1.10444,1.10444,1.10439,1.10441,0.0
2020-02-04 19:50:00,1.10441,1.10441,1.10439,1.1043,1.0
2020-02-04 19:55:00,1.10429,1.10438,1.10429,1.10431,1.0
2020-02-04 20:00:00,1.1043,1.10436,1.1043,1.10435,0.0
2020-02-04 20:05:00,1.10434,1.10434,1.10424,1.10423,0.0
2020-02-04 20:10:00,1.10424,1.10424,1.10414,1.10415,1.0
2020-02-04 20:15:00,1.10416,1.10421,1.10416,1.10422,0.0
2020-02-04 20:20:00,1.10421,1.10423,1.10414,1.10415,1.0
2020-02-04 20:25:00,1.10414,1.10426,1.10414,1.10423,0.5
2020-02-04 20:30:00,1.10423,1.10428,1.10419,1.10423,1.0
2020-02-04 20:35:00,1.10423,1.10423,1.10422,1.10425,0.0
2020-02-04 20:40:00,1.10425,1.10425,1.10406,1.10406,0.0
2020-02-04 20:45:00,1.10407,1.10407,1.10397,1.10397,1.0
2020-02-04 20:50:00,1.10397,1.10406,1.10397,1.10405,0.0
2020-02-04 20:55:00,1.10403,1.10412,1.10402,1.10402,1.0
2020-02-04 21:00:00,1.10402,1.10408,1.10397,1.10408,0.0
2020-02-04 21:05:00,1.10407,1.10407,1.10392,1.10385,0.0
2020-02-04 21:10:00,1.10385,1.10387,1.10375,1.10382,1.0
2020-02-04 21:15:00,1.10382,1.10392,1.1038,1.1039,0.0
2020-02-04 21:20:00,1.10391,1.10391,1.1037,1.10371,0.0
2020-02-04 21:25:00,1.10373,1.10373,1.10355,1.1036,0.0
2020-02-04 21:30:00,1.1036,1.10365,1.10354,1.10345,0.0
2020-02-04 21:35:00,1.10344,1.10344,1.1034,1.10342,1.0
2020-02-04 21:40:00,1.10343,1.10346,1.10341,1.10345,1.0
2020-02-04 21:45:00,1.10345,1.10352,1.10345,1.10347,0.0
2020-02-04 21:50:00,1.10349,1.10351,1.10346,1.10346,0.0
2020-02-04 21:55:00,1.10348,1.10348,1.1034,1.10343,1.0
2020-02-04 22:00:00,1.10343,1.10351,1.10341,1.1035,1.0
2020-02-04 22:05:00,1.10352,1.10358,1.10351,1.10358,1.0
2020-02-04 22:10:00,1.10357,1.10362,1.10357,1.10362,0.0
2020-02-04 22:15:00,1.10362,1.10362,1.10356,1.10353,0.0
2020-02-04 22:20:00,1.10355,1.10355,1.10345,1.10349,0.5
2020-02-04 22:25:00,1.10349,1.1035,1.10336,1.10349,0.0
2020-02-04 22:30:00,1.10348,1.10348,1.10341,1.10342,0.0
2020-02-04 22:35:00,1.10341,1.10341,1.10337,1.1034,0.0
2020-02-04 22:40:00,1.10341,1.10341,1.10337,1.10338,1.0
2020-02-04 22:45:00,1.10338,1.10338,1.10336,1.10342,0.5
2020-02-04 22:50:00,1.1034,1.10342,1.10337,1.10342,0.0
2020-02-04 22:55:00,1.10342,1.10342,1.1034,1.10341,1.0
2020-02-04 23:00:00,1.1034,1.10344,1.1034,1.10343,1.0
2020-02-04 23:06:00,1.10343,1.10346,1.10343,1.10344,1.0
2020-02-04 23:11:00,1.10346,1.10348,1.10346,1.10346,1.0
2020-02-04 23:16:00,1.10346,1.10347,1.10346,1.10347,1.0
2020-02-04 23:21:00,1.10346,1.10353,1.10346,1.10352,0.5
2020-02-04 23:26:00,1.10352,1.10353,1.10351,1.10352,0.0
2020-02-04 23:31:00,1.10353,1.10353,1.10346,1.10346,0.0
2020-02-04 23:36:00,1.10346,1.10347,1.10342,1.10341,1.0
2020-02-04 23:41:00,1.10341,1.10346,1.10341,1.10345,0.0
2020-02-04 23:46:00,1.10346,1.10346,1.1034,1.10341,0.5
2020-02-04 23:51:00,1.10341,1.10341,1.10336,1.10341,0.0
2020-02-04 23:57:00,1.10341,1.10345,1.10337,1.10337,1.0
2020-02-05 00:02:00,1.10337,1.10347,1.10337,1.10346,1.0
2020-02-05 00:07:00,1.10346,1.10346,1.10342,1.1035,1.0
2020-02-05 00:12:00,1.10351,1.10351,1.1035,1.10352,0.0
2020-02-05 00:17:00,1.10352,1.10352,1.10351,1.10351,1.0
2020-02-05 00:22:00,1.10351,1.10357,1.1035,1.10356,0.5
2020-02-05 00:27:00,1.10357,1.10357,1.10356,1.10356,1.0
2020-02-05 00:33:00,1.10357,1.10373,1.10356,1.10365,1.0
2020-02-05 00:38:00,1.10366,1.10366,1.10364,1.10366,1.0
2020-02-05 00:43:00,1.10367,1.10373,1.10367,1.10371,1.0
2020-02-05 00:48:00,1.1037,1.10375,1.1037,1.10375,1.0
2020-02-05 00:53:00,1.10376,1.1038,1.10376,1.10377,1.0
2020-02-05 00:58:00,1.10376,1.10382,1.10375,1.1038,0.0
2020-02-05 01:03:00,1.1038,1.1038,1.10375,1.10376,0.0
2020-02-05 01:08:00,1.10376,1.10377,1.10371,1.10365,0.0
2020-02-05 01:13:00,1.10365,1.10365,1.1036,1.10356,1.0
2020-02-05 01:18:00,1.10357,1.10369,1.10357,1.10368,0.0
2020-02-05 01:23:00,1.10368,1.10368,1.10365,1.10367,0.0
2020-02-05 01:28:00,1.10367,1.10367,1.10357,1.10361,0.0
2020-02-05 01:33:00,1.10361,1.10363,1.10356,1.10356,0.0
2020-02-05 01:38:00,1.10356,1.10356,1.10345,1.10345,1.0
2020-02-05 01:43:00,1.10346,1.1035,1.10345,1.10347,0.5
2020-02-05 01:48:00,1.10347,1.1035,1.10346,1.10347,1.0
2020-02-05 01:53:00,1.10347,1.10358,1.10347,1.10353,1.0
2020-02-05 01:58:00,1.10354,1.10369,1.10354,1.10362,1.0
2020-02-05 02:03:00,1.10362,1.10376,1.10361,1.10374,1.0
2020-02-05 02:08:00,1.10377,1.10379,1.10377,1.10378,0.0
2020-02-05 02:13:00,1.10378,1.10387,1.10367,1.10373,1.0
2020-02-05 02:18:00,1.10372,1.10391,1.10372,1.10389,0.0
2020-02-05 02:23:00,1.10389,1.10391,1.10384,1.1038,1.0
2020-02-05 02:28:00,1.1038,1.10385,1.1037,1.10383,0.0
2020-02-05 02:33:00,1.10383,1.10383,1.10374,1.10373,1.0
2020-02-05 02:38:00,1.10373,1.10383,1.10373,1.1038,1.0
2020-02-05 02:43:00,1.10379,1.10385,1.10379,1.10385,1.0
2020-02-05 02:48:00,1.10384,1.10405,1.10384,1.10388,0.0
2020-02-05 02:53:00,1.10389,1.10389,1.10362,1.10365,1.0
2020-02-05 02:58:00,1.10364,1.10397,1.10364,1.10391,1.0
2020-02-05 03:03:00,1.10391,1.10426,1.10391,1.10425,1.0
2020-02-05 03:08:00,1.10425,1.1044,1.10423,1.10431,0.0
2020-02-05 03:13:00,1.1043,1.10444,1.1043,1.1043,1.0
2020-02-05 03:18:00,1.10433,1.10454,1.10427,1.1046,1.0
2020-02-05 03:23:00,1.10462,1.10471,1.10451,1.10464,0.0
2020-02-05 03:28:00,1.10464,1.10473,1.10452,1.10449,0.0
2020-02-05 03:33:00,1.10449,1.10463,1.10422,1.10424,1.0
2020-02-05 03:38:00,1.10423,1.10448,1.10418,1.10439,0.0
2020-02-05 03:43:00,1.10439,1.10474,1.10432,1.10432,0.0
2020-02-05 03:48:00,1.10432,1.10432,1.10386,1.10401,1.0
2020-02-05 03:53:00,1.10401,1.10433,1.10401,1.10414,0.0
2020-02-05 03:58:00,1.10415,1.10423,1.104,1.10404,0.0
2020-02-05 04:03:00,1.10404,1.10404,1.1038,1.10387,1.0
2020-02-05 04:08:00,1.10386,1.10401,1.10365,1.10395,1.0
2020-02-05 04:13:00,1.10393,1.10417,1.10393,1.10424,0.0
2020-02-05 04:18:00,1.10424,1.10424,1.10395,1.10403,0.0
2020-02-05 04:23:00,1.10402,1.10402,1.10373,1.10362,1.0
2020-02-05 04:28:00,1.10362,1.10385,1.10362,1.10371,0.0
2020-02-05 04:33:00,1.10371,1.10371,1.10276,1.10292,0.0
2020-02-05 04:38:00,1.10291,1.10312,1.10252,1.10252,0.0
2020-02-05 04:43:00,1.10255,1.10255,1.10232,1.10217,1.0
2020-02-05 04:48:00,1.10217,1.10247,1.10217,1.10222,1.0
2020-02-05 04:53:00,1.10223,1.10242,1.10223,1.10247,1.0
2020-02-05 04:58:00,1.10248,1.10262,1.10242,1.10252,1.0
2020-02-05 05:03:00,1.10253,1.10253,1.10246,1.10262,1.0
2020-02-05 05:08:00,1.10263,1.10273,1.10257,1.10266,1.0
2020-02-05 05:13:00,1.10267,1.10273,1.10258,1.10278,1.0
2020-02-05 05:18:00,1.10277,1.10297,1.10277,1.10294,0.0
2020-02-05 05:23:00,1.10292,1.10292,1.10275,1.10272,1.0
2020-02-05 05:28:00,1.10274,1.10291,1.10274,1.10282,0.0
2020-02-05 05:33:00,1.10282,1.10284,1.10252,1.10261,0.0
2020-02-05 05:38:00,1.10261,1.10272,1.10241,1.10241,0.0
2020-02-05 05:43:00,1.10242,1.10242,1.10217,1.10204,0.0
2020-02-05 05:48:00,1.10203,1.10203,1.10194,1.10201,0.0
2020-02-05 05:53:00,1.10202,1.10202,1.10178,1.10194,0.0
2020-02-05 05:58:00,1.10194,1.10207,1.10185,1.10177,1.0
2020-02-05 06:03:00,1.10177,1.10191,1.10177,1.10184,0.0
2020-02-05 06:08:00,1.10183,1.10183,1.10156,1.10158,1.0
2020-02-05 06:13:00,1.10158,1.10168,1.10158,1.1016,1.0
2020-02-05 06:18:00,1.10159,1.10178,1.10145,1.10161,1.0
2020-02-05 06:23:00,1.10161,1.10191,1.10161,1.10185,0.5
2020-02-05 06:28:00,1.10185,1.10186,1.10176,1.10185,1.0
2020-02-05 06:33:00,1.10187,1.10216,1.10177,1.10208,1.0
2020-02-05 06:38:00,1.1021,1.10248,1.1021,1.10241,1.0
2020-02-05 06:43:00,1.10242,1.10257,1.10236,1.10256,0.0
2020-02-05 06:48:00,1.10255,1.10255,1.10212,1.10227,0.0
2020-02-05 06:53:00,1.10227,1.10227,1.10205,1.10214,1.0
2020-02-05 06:58:00,1.10215,1.10228,1.10215,1.10227,0.0
2020-02-05 07:03:00,1.10226,1.10231,1.10226,1.1022,0.5
2020-02-05 07:08:00,1.10221,1.10226,1.10221,1.1022,0.0
2020-02-05 07:13:00,1.1022,1.10227,1.1022,1.10216,0.0
2020-02-05 07:18:00,1.10216,1.10216,1.10188,1.10189,1.0
2020-02-05 07:23:00,1.10189,1.10226,1.10189,1.10221,1.0
2020-02-05 07:28:00,1.10221,1.10221,1.10209,1.10224,0.0
